,disease_idx,miRNA_idx,label
3425,42,383,1
3426,42,384,1
3427,42,387,1
3428,42,388,1
3429,42,389,1
3430,42,390,1
3431,42,391,1
3432,42,393,1
3433,42,394,1
3434,42,432,1
3435,42,433,1
3436,42,436,1
3437,42,452,1
3438,42,454,1
3439,42,455,1
3440,42,460,1
3441,42,461,1
3442,42,462,1
3443,42,463,1
3444,42,466,1
3445,42,467,1
3446,42,468,1
3447,42,469,1
3448,42,472,1
3449,42,473,1
3450,42,474,1
3451,42,476,1
3452,42,482,1
3453,42,486,1
3454,42,490,1
3455,42,504,1
3456,42,513,1
3457,42,515,1
3458,42,517,1
3459,42,518,1
3460,42,520,1
3461,42,521,1
3462,42,522,1
3463,42,528,1
3464,42,529,1
3465,42,530,1
3466,42,531,1
3467,42,561,1
3468,42,562,1
3469,42,565,1
3470,42,566,1
3471,42,568,1
3472,42,571,1
3473,42,584,1
3474,42,597,1
3475,42,618,1
3476,42,625,1
3477,42,627,1
3478,42,628,1
3479,42,629,1
3480,42,638,1
3481,42,643,1
3482,42,652,1
3483,42,666,1
3484,42,675,1
3485,42,677,1
3486,42,679,1
3487,42,694,1
3488,42,696,1
3489,42,697,1
3490,42,700,1
3491,42,703,1
3492,42,704,1
3493,42,706,1
3494,42,708,1
3495,42,711,1
3496,42,720,1
3497,42,721,1
3498,42,722,1
3499,42,723,1
3500,42,725,1
3501,42,734,1
3502,42,739,1
3503,42,740,1
3504,42,741,1
3505,42,742,1
3506,42,750,1
3507,42,751,1
3508,42,754,1
3509,42,755,1
3510,42,757,1
3511,42,758,1
3512,42,760,1
3513,42,772,1
3514,42,773,1
3515,42,776,1
3516,42,777,1
3517,42,779,1
3518,42,781,1
3519,42,782,1
3520,42,784,1
3521,42,785,1
3522,42,795,1
3523,42,798,1
3524,42,799,1
3525,42,805,1
3526,42,806,1
3527,42,808,1
3528,42,809,1
3529,42,839,1
3530,42,840,1
3531,42,857,1
3532,42,860,1
3533,42,861,1
3534,42,864,1
3535,42,877,1
3536,42,880,1
3537,42,886,1
3538,42,890,1
3539,42,896,1
3540,42,910,1
3541,42,912,1
3542,42,913,1
3543,42,915,1
3544,42,917,1
3545,42,918,1
3546,42,927,1
3547,42,929,1
3548,42,944,1
3549,42,946,1
3550,42,951,1
3551,42,954,1
3552,42,970,1
3553,42,981,1
3554,42,983,1
3555,42,989,1
3556,42,991,1
3557,42,992,1
3558,42,995,1
3559,42,1011,1
3560,42,1021,1
3561,42,1022,1
3562,42,1023,1
3563,42,1024,1
3564,42,1029,1
3565,42,1032,1
3566,42,1033,1
3567,42,1034,1
3568,42,1039,1
3569,42,1041,1
3570,42,1049,1
3571,42,1051,1
3572,42,1054,1
3573,43,1,1
3574,43,2,1
3575,43,3,1
3576,43,4,1
3577,43,5,1
3578,43,6,1
3579,43,7,1
3580,43,12,1
3581,43,13,1
3582,43,14,1
3583,43,15,1
3584,43,16,1
3585,43,17,1
3586,43,18,1
3587,43,19,1
3588,43,32,1
3589,43,35,1
3590,43,36,1
3591,43,69,1
3592,43,70,1
3593,43,71,1
3594,43,72,1
3595,43,73,1
3596,43,78,1
3597,43,81,1
3598,43,85,1
3599,43,90,1
3600,43,91,1
3601,43,92,1
3602,43,93,1
3603,43,94,1
3604,43,96,1
3605,43,110,1
3606,43,120,1
3607,43,123,1
3608,43,124,1
3609,43,126,1
3610,43,128,1
3611,43,139,1
3612,43,142,1
3613,43,168,1
3614,43,171,1
3615,43,172,1
3616,43,173,1
3617,43,178,1
3618,43,182,1
3619,43,183,1
3620,43,189,1
3621,43,191,1
3622,43,192,1
3623,43,195,1
3624,43,198,1
3625,43,199,1
3626,43,200,1
3627,43,201,1
3628,43,206,1
3629,43,207,1
3630,43,211,1
3631,43,213,1
3632,43,215,1
3633,43,216,1
3634,43,218,1
3635,43,219,1
3636,43,221,1
3637,43,222,1
3638,43,223,1
3639,43,224,1
3640,43,226,1
3641,43,227,1
3642,43,229,1
3643,43,230,1
3644,43,231,1
3645,43,232,1
3646,43,233,1
3647,43,234,1
3648,43,235,1
3649,43,238,1
3650,43,240,1
3651,43,241,1
3652,43,242,1
3653,43,243,1
3654,43,244,1
3655,43,245,1
3656,43,246,1
3657,43,250,1
3658,43,251,1
3659,43,256,1
3660,43,260,1
3661,43,264,1
3662,43,271,1
3663,43,272,1
3664,43,276,1
3665,43,282,1
3666,43,283,1
3667,43,289,1
3668,43,295,1
3669,43,297,1
3670,43,298,1
3671,43,300,1
3672,43,302,1
3673,43,303,1
3674,43,305,1
3675,43,308,1
3676,43,309,1
3677,43,311,1
3678,43,312,1
3679,43,313,1
3680,43,314,1
3681,43,315,1
3682,43,316,1
3683,43,320,1
3684,43,327,1
3685,43,328,1
3686,43,329,1
3687,43,330,1
3688,43,333,1
3689,43,334,1
3690,43,335,1
3691,43,336,1
3692,43,337,1
3693,43,338,1
3694,43,344,1
3695,43,346,1
3696,43,349,1
3697,43,352,1
3698,43,353,1
3699,43,354,1
3700,43,358,1
3701,43,363,1
3702,43,364,1
3703,43,366,1
3704,43,368,1
3705,43,369,1
3706,43,370,1
3707,43,371,1
3708,43,372,1
3709,43,378,1
3710,43,379,1
3711,43,380,1
3712,43,381,1
3713,43,382,1
3714,43,387,1
3715,43,388,1
3716,43,390,1
3717,43,391,1
3718,43,393,1
3719,43,394,1
3720,43,413,1
3721,43,428,1
3722,43,432,1
3723,43,436,1
3724,43,448,1
3725,43,449,1
3726,43,452,1
3727,43,454,1
3728,43,456,1
3729,43,457,1
3730,43,459,1
3731,43,460,1
3732,43,464,1
3733,43,468,1
3734,43,469,1
3735,43,472,1
3736,43,474,1
3737,43,504,1
3738,43,522,1
3739,43,525,1
3740,43,526,1
3741,43,529,1
3742,43,530,1
3743,43,543,1
3744,43,568,1
3745,43,571,1
3746,43,582,1
3747,43,584,1
3748,43,593,1
3749,43,627,1
3750,43,638,1
3751,43,643,1
3752,43,645,1
3753,43,652,1
3754,43,694,1
3755,43,700,1
3756,43,703,1
3757,43,720,1
3758,43,721,1
3759,43,723,1
3760,43,742,1
3761,43,768,1
3762,43,787,1
3763,43,793,1
3764,43,795,1
3765,43,803,1
3766,43,852,1
3767,43,864,1
3768,43,876,1
3769,43,888,1
3770,43,898,1
3771,43,900,1
3772,43,956,1
3773,43,981,1
3774,43,982,1
3775,43,983,1
3776,43,989,1
3777,43,991,1
3778,43,1004,1
3779,43,1010,1
3780,43,1014,1
3781,43,1021,1
3782,43,1022,1
3783,43,1024,1
3784,43,1026,1
3785,43,1030,1
3786,43,1031,1
3787,43,1032,1
3788,43,1033,1
3789,43,1034,1
3790,43,1039,1
3791,43,1049,1
3792,43,1054,1
3793,44,0,1
3794,44,5,1
3795,44,9,1
3796,44,12,1
3797,44,16,1
3798,44,28,1
3799,44,32,1
3800,44,33,1
3801,44,34,1
3802,44,35,1
3803,44,36,1
3804,44,49,1
3805,44,54,1
3806,44,55,1
3807,44,58,1
3808,44,70,1
3809,44,71,1
3810,44,72,1
3811,44,73,1
3812,44,81,1
3813,44,90,1
3814,44,91,1
3815,44,92,1
3816,44,93,1
3817,44,94,1
3818,44,110,1
3819,44,123,1
3820,44,126,1
3821,44,128,1
3822,44,137,1
3823,44,144,1
3824,44,172,1
3825,44,173,1
3826,44,179,1
3827,44,182,1
3828,44,183,1
3829,44,185,1
3830,44,187,1
3831,44,188,1
3832,44,190,1
3833,44,191,1
3834,44,192,1
3835,44,193,1
3836,44,194,1
3837,44,195,1
3838,44,196,1
3839,44,197,1
3840,44,198,1
3841,44,199,1
3842,44,201,1
3843,44,207,1
3844,44,213,1
3845,44,215,1
3846,44,217,1
3847,44,221,1
3848,44,222,1
3849,44,226,1
3850,44,227,1
3851,44,229,1
3852,44,230,1
3853,44,231,1
3854,44,232,1
3855,44,233,1
3856,44,234,1
3857,44,238,1
3858,44,240,1
3859,44,241,1
3860,44,242,1
3861,44,243,1
3862,44,245,1
3863,44,246,1
3864,44,247,1
3865,44,250,1
3866,44,251,1
3867,44,252,1
3868,44,253,1
3869,44,256,1
3870,44,257,1
3871,44,258,1
3872,44,268,1
3873,44,271,1
3874,44,272,1
3875,44,273,1
3876,44,276,1
3877,44,278,1
3878,44,279,1
3879,44,280,1
3880,44,281,1
3881,44,282,1
3882,44,291,1
3883,44,295,1
3884,44,296,1
3885,44,300,1
3886,44,301,1
3887,44,302,1
3888,44,303,1
3889,44,305,1
3890,44,307,1
3891,44,308,1
3892,44,313,1
3893,44,314,1
3894,44,315,1
3895,44,316,1
3896,44,317,1
3897,44,321,1
3898,44,322,1
3899,44,327,1
3900,44,328,1
3901,44,329,1
3902,44,330,1
3903,44,335,1
3904,44,336,1
3905,44,337,1
3906,44,338,1
3907,44,343,1
3908,44,344,1
3909,44,346,1
3910,44,347,1
3911,44,348,1
3912,44,349,1
3913,44,352,1
3914,44,355,1
3915,44,357,1
3916,44,358,1
3917,44,361,1
3918,44,363,1
3919,44,368,1
3920,44,369,1
3921,44,372,1
3922,44,373,1
3923,44,374,1
3924,44,379,1
3925,44,380,1
3926,44,381,1
3927,44,382,1
3928,44,387,1
3929,44,388,1
3930,44,389,1
3931,44,393,1
3932,44,394,1
3933,44,432,1
3934,44,433,1
3935,44,436,1
3936,44,443,1
3937,44,447,1
3938,44,450,1
3939,44,452,1
3940,44,454,1
3941,44,455,1
3942,44,461,1
3943,44,463,1
3944,44,465,1
3945,44,468,1
3946,44,469,1
3947,44,472,1
3948,44,476,1
3949,44,486,1
3950,44,490,1
3951,44,504,1
3952,44,513,1
3953,44,515,1
3954,44,517,1
3955,44,518,1
3956,44,522,1
3957,44,523,1
3958,44,530,1
3959,44,543,1
3960,44,545,1
3961,44,546,1
3962,44,562,1
3963,44,566,1
3964,44,568,1
3965,44,571,1
3966,44,584,1
3967,44,623,1
3968,44,627,1
3969,44,638,1
3970,44,643,1
3971,44,651,1
3972,44,652,1
3973,44,691,1
3974,44,700,1
3975,44,703,1
3976,44,704,1
3977,44,706,1
3978,44,721,1
3979,44,723,1
3980,44,725,1
3981,44,730,1
3982,44,784,1
3983,44,795,1
3984,44,801,1
3985,44,805,1
3986,44,808,1
3987,44,809,1
3988,44,811,1
3989,44,863,1
3990,44,870,1
3991,44,876,1
3992,44,878,1
3993,44,888,1
3994,44,896,1
3995,44,910,1
3996,44,914,1
3997,44,916,1
3998,44,926,1
3999,44,944,1
4000,44,949,1
4001,44,954,1
4002,44,970,1
4003,44,981,1
4004,44,983,1
4005,44,989,1
4006,44,991,1
4007,44,1001,1
4008,44,1010,1
4009,44,1021,1
4010,44,1022,1
4011,44,1024,1
4012,44,1029,1
4013,44,1032,1
4014,44,1033,1
4015,44,1049,1
4016,44,1051,1
4017,44,1052,1
4018,44,1055,1
4019,45,53,1
4020,45,185,1
4021,45,206,1
4022,45,213,1
4023,45,214,1
4024,45,227,1
4025,45,250,1
4026,45,301,1
4027,45,302,1
4028,45,315,1
4029,45,352,1
4030,45,373,1
4031,45,584,1
4032,46,16,1
4033,46,206,1
4034,46,226,1
4035,46,250,1
4036,46,283,1
4037,46,333,1
4038,46,471,1
4039,46,527,1
4040,46,593,1
4041,46,953,1
4042,47,1,1
4043,47,2,1
4044,47,3,1
4045,47,5,1
4046,47,6,1
4047,47,7,1
4048,47,8,1
4049,47,10,1
4050,47,11,1
4051,47,13,1
4052,47,14,1
4053,47,15,1
4054,47,19,1
4055,47,28,1
4056,47,33,1
4057,47,34,1
4058,47,36,1
4059,47,37,1
4060,47,47,1
4061,47,54,1
4062,47,70,1
4063,47,77,1
4064,47,90,1
4065,47,91,1
4066,47,94,1
4067,47,139,1
4068,47,144,1
4069,47,171,1
4070,47,172,1
4071,47,173,1
4072,47,178,1
4073,47,179,1
4074,47,180,1
4075,47,181,1
4076,47,182,1
4077,47,183,1
4078,47,186,1
4079,47,187,1
4080,47,188,1
4081,47,190,1
4082,47,195,1
4083,47,198,1
4084,47,201,1
4085,47,206,1
4086,47,213,1
4087,47,217,1
4088,47,227,1
4089,47,230,1
4090,47,231,1
4091,47,232,1
4092,47,233,1
4093,47,234,1
4094,47,238,1
4095,47,244,1
4096,47,246,1
4097,47,253,1
4098,47,256,1
4099,47,257,1
4100,47,268,1
4101,47,276,1
4102,47,279,1
4103,47,281,1
4104,47,290,1
4105,47,291,1
4106,47,292,1
4107,47,293,1
4108,47,294,1
4109,47,295,1
4110,47,296,1
4111,47,297,1
4112,47,298,1
4113,47,303,1
4114,47,307,1
4115,47,308,1
4116,47,309,1
4117,47,310,1
4118,47,311,1
4119,47,312,1
4120,47,314,1
4121,47,315,1
4122,47,316,1
4123,47,317,1
4124,47,320,1
4125,47,321,1
4126,47,322,1
4127,47,324,1
4128,47,325,1
4129,47,328,1
4130,47,329,1
4131,47,333,1
4132,47,335,1
4133,47,336,1
4134,47,337,1
4135,47,343,1
4136,47,344,1
4137,47,346,1
4138,47,347,1
4139,47,348,1
4140,47,349,1
4141,47,352,1
4142,47,353,1
4143,47,354,1
4144,47,355,1
4145,47,357,1
4146,47,359,1
4147,47,361,1
4148,47,363,1
4149,47,364,1
4150,47,366,1
4151,47,368,1
4152,47,369,1
4153,47,370,1
4154,47,373,1
4155,47,374,1
4156,47,379,1
4157,47,380,1
4158,47,381,1
4159,47,387,1
4160,47,388,1
4161,47,389,1
4162,47,390,1
4163,47,391,1
4164,47,392,1
4165,47,393,1
4166,47,432,1
4167,47,433,1
4168,47,436,1
4169,47,451,1
4170,47,454,1
4171,47,459,1
4172,47,464,1
4173,47,468,1
4174,47,469,1
4175,47,472,1
4176,47,473,1
4177,47,474,1
4178,47,490,1
4179,47,498,1
4180,47,499,1
4181,47,504,1
4182,47,517,1
4183,47,518,1
4184,47,522,1
4185,47,529,1
4186,47,530,1
4187,47,543,1
4188,47,544,1
4189,47,568,1
4190,47,569,1
4191,47,570,1
4192,47,571,1
4193,47,584,1
4194,47,595,1
4195,47,643,1
4196,47,645,1
4197,47,651,1
4198,47,703,1
4199,47,706,1
4200,47,708,1
4201,47,709,1
4202,47,711,1
4203,47,715,1
4204,47,724,1
4205,47,725,1
4206,47,735,1
4207,47,736,1
4208,47,750,1
4209,47,751,1
4210,47,782,1
4211,47,783,1
4212,47,784,1
4213,47,785,1
4214,47,786,1
4215,47,787,1
4216,47,788,1
4217,47,789,1
4218,47,794,1
4219,47,796,1
4220,47,798,1
4221,47,799,1
4222,47,800,1
4223,47,803,1
4224,47,944,1
4225,47,962,1
4226,47,1023,1
4227,47,1029,1
4228,47,1030,1
4229,47,1031,1
4230,47,1032,1
4231,47,1033,1
4232,47,1052,1
4233,47,1053,1
4234,48,0,1
4235,48,94,1
4236,48,544,1
4237,48,570,1
4238,48,1021,1
4239,48,1040,1
4240,49,5,1
4241,49,7,1
4242,49,9,1
4243,49,34,1
4244,49,37,1
4245,49,41,1
4246,49,47,1
4247,49,54,1
4248,49,70,1
4249,49,91,1
4250,49,94,1
4251,49,117,1
4252,49,171,1
4253,49,183,1
4254,49,190,1
4255,49,198,1
4256,49,199,1
4257,49,201,1
4258,49,206,1
4259,49,213,1
4260,49,215,1
4261,49,227,1
4262,49,230,1
4263,49,231,1
4264,49,232,1
4265,49,233,1
4266,49,234,1
4267,49,238,1
4268,49,244,1
4269,49,246,1
4270,49,252,1
4271,49,268,1
4272,49,273,1
4273,49,279,1
4274,49,281,1
4275,49,282,1
4276,49,291,1
4277,49,292,1
4278,49,293,1
4279,49,294,1
4280,49,295,1
4281,49,301,1
4282,49,302,1
4283,49,313,1
4284,49,315,1
4285,49,322,1
4286,49,335,1
4287,49,338,1
4288,49,343,1
4289,49,347,1
4290,49,348,1
4291,49,355,1
4292,49,356,1
4293,49,357,1
4294,49,358,1
4295,49,359,1
4296,49,363,1
4297,49,368,1
4298,49,370,1
4299,49,371,1
4300,49,372,1
4301,49,387,1
4302,49,388,1
4303,49,390,1
4304,49,391,1
4305,49,392,1
4306,49,465,1
4307,49,469,1
4308,49,472,1
4309,49,517,1
4310,49,518,1
4311,49,528,1
4312,49,570,1
4313,49,593,1
4314,49,618,1
4315,49,627,1
4316,49,700,1
4317,49,720,1
4318,49,844,1
4319,49,917,1
4320,49,927,1
4321,49,994,1
4322,49,999,1
4323,49,1046,1
4324,50,0,1
4325,50,6,1
4326,50,13,1
4327,50,17,1
4328,50,18,1
4329,50,33,1
4330,50,54,1
4331,50,67,1
4332,50,81,1
4333,50,91,1
4334,50,92,1
4335,50,93,1
4336,50,94,1
4337,50,140,1
4338,50,173,1
4339,50,206,1
4340,50,207,1
4341,50,217,1
4342,50,227,1
4343,50,234,1
4344,50,238,1
4345,50,246,1
4346,50,250,1
4347,50,278,1
4348,50,282,1
4349,50,313,1
4350,50,315,1
4351,50,316,1
4352,50,326,1
4353,50,335,1
4354,50,336,1
4355,50,337,1
4356,50,357,1
4357,50,359,1
4358,50,361,1
4359,50,368,1
4360,50,460,1
4361,50,472,1
4362,50,474,1
4363,50,544,1
4364,50,711,1
4365,50,981,1
4366,50,1021,1
4367,50,1022,1
4368,50,1024,1
4369,50,1029,1
4370,50,1033,1
4371,51,5,1
4372,51,8,1
4373,51,23,1
4374,51,24,1
4375,51,28,1
4376,51,37,1
4377,51,47,1
4378,51,54,1
4379,51,94,1
4380,51,129,1
4381,51,173,1
4382,51,179,1
4383,51,180,1
4384,51,181,1
4385,51,182,1
4386,51,189,1
4387,51,199,1
4388,51,201,1
4389,51,206,1
4390,51,207,1
4391,51,217,1
4392,51,227,1
4393,51,228,1
4394,51,231,1
4395,51,234,1
4396,51,296,1
4397,51,307,1
4398,51,311,1
4399,51,312,1
4400,51,313,1
4401,51,315,1
4402,51,320,1
4403,51,335,1
4404,51,336,1
4405,51,337,1
4406,51,346,1
4407,51,355,1
4408,51,357,1
4409,51,363,1
4410,51,368,1
4411,51,387,1
4412,51,394,1
4413,51,454,1
4414,51,472,1
4415,51,565,1
4416,51,570,1
4417,51,571,1
4418,51,649,1
4419,51,708,1
4420,51,720,1
4421,51,722,1
4422,51,763,1
4423,51,765,1
4424,51,771,1
4425,51,801,1
4426,51,806,1
4427,51,870,1
4428,51,895,1
4429,51,926,1
4430,51,1029,1
4431,51,1052,1
4432,52,2,1
4433,52,3,1
4434,52,4,1
4435,52,5,1
4436,52,6,1
4437,52,7,1
4438,52,8,1
4439,52,10,1
4440,52,11,1
4441,52,12,1
4442,52,13,1
4443,52,14,1
4444,52,37,1
4445,52,47,1
4446,52,179,1
4447,52,180,1
4448,52,181,1
4449,52,182,1
4450,52,198,1
4451,52,227,1
4452,52,309,1
4453,52,311,1
4454,52,315,1
4455,52,335,1
4456,52,343,1
4457,52,353,1
4458,52,354,1
4459,52,355,1
4460,52,1052,1
4461,53,1,1
4462,53,8,1
4463,53,234,1
4464,53,246,1
4465,53,316,1
4466,53,343,1
4467,53,520,1
4468,54,90,1
4469,54,198,1
4470,54,217,1
4471,54,268,1
4472,54,302,1
4473,54,315,1
4474,54,463,1
4475,54,568,1
4476,54,694,1
4477,55,5,1
4478,55,31,1
4479,55,34,1
4480,55,35,1
4481,55,36,1
4482,55,54,1
4483,55,55,1
4484,55,85,1
4485,55,90,1
4486,55,91,1
4487,55,92,1
4488,55,93,1
4489,55,94,1
4490,55,123,1
4491,55,137,1
4492,55,192,1
4493,55,193,1
4494,55,194,1
4495,55,195,1
4496,55,198,1
4497,55,199,1
4498,55,200,1
4499,55,201,1
4500,55,203,1
4501,55,206,1
4502,55,216,1
4503,55,217,1
4504,55,227,1
4505,55,229,1
4506,55,231,1
4507,55,232,1
4508,55,233,1
4509,55,234,1
4510,55,235,1
4511,55,236,1
4512,55,238,1
4513,55,240,1
4514,55,241,1
4515,55,250,1
4516,55,256,1
4517,55,272,1
4518,55,276,1
4519,55,277,1
4520,55,278,1
4521,55,282,1
4522,55,292,1
4523,55,293,1
4524,55,294,1
4525,55,295,1
4526,55,297,1
4527,55,298,1
4528,55,299,1
4529,55,313,1
4530,55,315,1
4531,55,316,1
4532,55,326,1
4533,55,335,1
4534,55,337,1
4535,55,339,1
4536,55,343,1
4537,55,346,1
4538,55,352,1
4539,55,357,1
4540,55,358,1
4541,55,368,1
4542,55,394,1
4543,55,409,1
4544,55,460,1
4545,55,464,1
4546,55,472,1
4547,55,473,1
4548,55,474,1
4549,55,490,1
4550,55,523,1
4551,55,531,1
4552,55,570,1
4553,55,651,1
4554,55,693,1
4555,55,694,1
4556,55,704,1
4557,55,824,1
4558,55,862,1
4559,55,927,1
4560,55,953,1
4561,55,956,1
4562,55,957,1
4563,55,1021,1
4564,55,1022,1
4565,55,1023,1
4566,55,1024,1
4567,55,1026,1
4568,55,1029,1
4569,55,1030,1
4570,55,1031,1
4571,55,1034,1
4572,56,91,1
4573,56,94,1
4574,56,123,1
4575,56,137,1
4576,56,138,1
4577,56,207,1
4578,56,234,1
4579,56,235,1
4580,56,244,1
4581,56,264,1
4582,56,272,1
4583,56,295,1
4584,56,297,1
4585,56,313,1
4586,56,333,1
4587,56,335,1
4588,56,337,1
4589,56,368,1
4590,56,461,1
4591,56,571,1
4592,56,726,1
4593,56,917,1
4594,56,1026,1
4595,57,5,1
4596,57,15,1
4597,57,16,1
4598,57,18,1
4599,57,70,1
4600,57,91,1
4601,57,94,1
4602,57,138,1
4603,57,140,1
4604,57,198,1
4605,57,206,1
4606,57,213,1
4607,57,215,1
4608,57,217,1
4609,57,227,1
4610,57,229,1
4611,57,231,1
4612,57,232,1
4613,57,234,1
4614,57,235,1
4615,57,238,1
4616,57,242,1
4617,57,256,1
4618,57,276,1
4619,57,281,1
4620,57,282,1
4621,57,295,1
4622,57,297,1
4623,57,307,1
4624,57,313,1
4625,57,315,1
4626,57,327,1
4627,57,333,1
4628,57,335,1
4629,57,336,1
4630,57,337,1
4631,57,362,1
4632,57,368,1
4633,57,369,1
4634,57,460,1
4635,57,464,1
4636,57,472,1
4637,57,708,1
4638,57,789,1
4639,57,959,1
4640,57,982,1
4641,57,1026,1
4642,57,1029,1
4643,57,1054,1
4644,58,9,1
4645,58,282,1
4646,58,316,1
4647,58,349,1
4648,58,473,1
4649,58,474,1
4650,58,732,1
4651,58,982,1
4652,59,23,1
4653,59,24,1
4654,59,33,1
4655,59,34,1
4656,59,52,1
4657,59,54,1
4658,59,91,1
4659,59,92,1
4660,59,93,1
4661,59,171,1
4662,59,173,1
4663,59,192,1
4664,59,199,1
4665,59,206,1
4666,59,207,1
4667,59,213,1
4668,59,216,1
4669,59,217,1
4670,59,219,1
4671,59,227,1
4672,59,229,1
4673,59,230,1
4674,59,231,1
4675,59,232,1
4676,59,233,1
4677,59,234,1
4678,59,235,1
4679,59,236,1
4680,59,238,1
4681,59,240,1
4682,59,241,1
4683,59,242,1
4684,59,243,1
4685,59,244,1
4686,59,253,1
4687,59,254,1
4688,59,256,1
4689,59,276,1
4690,59,281,1
4691,59,282,1
4692,59,295,1
4693,59,297,1
4694,59,309,1
4695,59,313,1
4696,59,315,1
4697,59,320,1
4698,59,321,1
4699,59,333,1
4700,59,335,1
4701,59,336,1
4702,59,337,1
4703,59,344,1
4704,59,347,1
4705,59,352,1
4706,59,358,1
4707,59,361,1
4708,59,368,1
4709,59,369,1
4710,59,370,1
4711,59,371,1
4712,59,372,1
4713,59,394,1
4714,59,450,1
4715,59,460,1
4716,59,467,1
4717,59,469,1
4718,59,472,1
4719,59,473,1
4720,59,474,1
4721,59,486,1
4722,59,506,1
4723,59,692,1
4724,59,706,1
4725,59,802,1
4726,59,929,1
4727,59,944,1
4728,59,953,1
4729,59,958,1
4730,59,982,1
4731,59,1021,1
4732,59,1023,1
4733,59,1026,1
4734,59,1029,1
4735,59,1030,1
4736,60,0,1
4737,60,2,1
4738,60,3,1
4739,60,4,1
4740,60,5,1
4741,60,6,1
4742,60,7,1
4743,60,8,1
4744,60,9,1
4745,60,10,1
4746,60,11,1
4747,60,12,1
4748,60,13,1
4749,60,14,1
4750,60,15,1
4751,60,35,1
4752,60,54,1
4753,60,71,1
4754,60,77,1
4755,60,90,1
4756,60,91,1
4757,60,92,1
4758,60,94,1
4759,60,110,1
4760,60,123,1
4761,60,171,1
4762,60,186,1
4763,60,198,1
4764,60,199,1
4765,60,201,1
4766,60,206,1
4767,60,207,1
4768,60,213,1
4769,60,215,1
4770,60,217,1
4771,60,226,1
4772,60,227,1
4773,60,229,1
4774,60,230,1
4775,60,231,1
4776,60,232,1
4777,60,234,1
4778,60,235,1
4779,60,238,1
4780,60,240,1
4781,60,241,1
4782,60,242,1
4783,60,243,1
4784,60,244,1
4785,60,245,1
4786,60,246,1
4787,60,253,1
4788,60,256,1
4789,60,264,1
4790,60,271,1
4791,60,272,1
4792,60,276,1
4793,60,279,1
4794,60,281,1
4795,60,282,1
4796,60,294,1
4797,60,295,1
4798,60,296,1
4799,60,297,1
4800,60,298,1
4801,60,300,1
4802,60,305,1
4803,60,307,1
4804,60,313,1
4805,60,315,1
4806,60,316,1
4807,60,322,1
4808,60,327,1
4809,60,330,1
4810,60,331,1
4811,60,333,1
4812,60,335,1
4813,60,336,1
4814,60,337,1
4815,60,338,1
4816,60,343,1
4817,60,344,1
4818,60,346,1
4819,60,347,1
4820,60,349,1
4821,60,352,1
4822,60,353,1
4823,60,354,1
4824,60,357,1
4825,60,358,1
4826,60,361,1
4827,60,366,1
4828,60,368,1
4829,60,370,1
4830,60,371,1
4831,60,373,1
4832,60,377,1
4833,60,389,1
4834,60,390,1
4835,60,391,1
4836,60,409,1
4837,60,448,1
4838,60,452,1
4839,60,454,1
4840,60,459,1
4841,60,460,1
4842,60,461,1
4843,60,462,1
4844,60,469,1
4845,60,472,1
4846,60,473,1
4847,60,474,1
4848,60,476,1
4849,60,513,1
4850,60,522,1
4851,60,529,1
4852,60,530,1
4853,60,544,1
4854,60,561,1
4855,60,570,1
4856,60,638,1
4857,60,677,1
4858,60,703,1
4859,60,733,1
4860,60,773,1
4861,60,840,1
4862,60,876,1
4863,60,904,1
4864,60,913,1
4865,60,916,1
4866,60,935,1
4867,60,948,1
4868,60,956,1
4869,60,957,1
4870,60,981,1
4871,60,990,1
4872,60,1021,1
4873,60,1026,1
4874,60,1029,1
4875,60,1030,1
4876,60,1031,1
4877,60,1051,1
4878,60,1052,1
4879,61,227,1
4880,61,250,1
4881,61,305,1
4882,61,473,1
4883,61,719,1
4884,62,0,1
4885,62,13,1
4886,62,16,1
4887,62,19,1
4888,62,91,1
4889,62,171,1
4890,62,192,1
4891,62,196,1
4892,62,198,1
4893,62,200,1
4894,62,201,1
4895,62,206,1
4896,62,214,1
4897,62,217,1
4898,62,227,1
4899,62,229,1
4900,62,234,1
4901,62,238,1
4902,62,249,1
4903,62,256,1
4904,62,282,1
4905,62,286,1
4906,62,294,1
4907,62,295,1
4908,62,296,1
4909,62,301,1
4910,62,313,1
4911,62,315,1
4912,62,320,1
4913,62,333,1
4914,62,335,1
4915,62,336,1
4916,62,338,1
4917,62,343,1
4918,62,352,1
4919,62,365,1
4920,62,366,1
4921,62,387,1
4922,62,393,1
4923,62,394,1
4924,62,435,1
4925,62,436,1
4926,62,454,1
4927,62,472,1
4928,62,478,1
4929,62,487,1
4930,62,509,1
4931,62,512,1
4932,62,513,1
4933,62,530,1
4934,62,550,1
4935,62,562,1
4936,62,568,1
4937,62,570,1
4938,62,575,1
4939,62,579,1
4940,62,585,1
4941,62,638,1
4942,62,643,1
4943,62,644,1
4944,62,667,1
4945,62,691,1
4946,62,694,1
4947,62,707,1
4948,62,768,1
4949,62,796,1
4950,62,850,1
4951,62,898,1
4952,62,903,1
4953,62,957,1
4954,62,962,1
4955,62,981,1
4956,62,986,1
4957,62,1021,1
4958,62,1047,1
4959,63,35,1
4960,63,368,1
4961,63,370,1
4962,63,371,1
4963,63,387,1
4964,64,4,1
4965,64,6,1
4966,64,7,1
4967,64,34,1
4968,64,91,1
